source,date,title,drug_tags,content_tags,cancer_tags,blog_url,blog_views,blog_likes,blog_comments,cafe_url,cafe_comments,cafe_views,match_confidence,total_comments,persona_myungsoon,persona_suksuja,persona_yeonok
blog+cafe,2023. 9. 19.,"이버멕틴, 알벤다졸, 니클로사미드 복합제 개발과 폴리비닐 피롤리돈, 아라비노 갈락탄 배합으로 용해도 증가",이버멕틴|니클로사미드|알벤다졸,,,https://blog.naver.com/grsanga/223215475103,125,12.0,5,https://cafe.naver.com/friendsofhippocrates/17672,12,234,고신뢰,17,0,5,2.0
blog,2023. 9. 15.,"멜라토닌과 세로토닌 생성을 돕는 트립토판 보충제, 그러나 암환자에게는...ㅠ",멜라토닌,,,https://blog.naver.com/grsanga/223212178512,112,11.0,2,,0,0,,2,0,2,2.0
blog+cafe,2023. 9. 9.,"피부 기생충과 약물 치료에 관한 부분(이버멕틴, 알벤다졸, etc...)",이버멕틴|알벤다졸,,,https://blog.naver.com/grsanga/223206639833,174,17.0,4,https://cafe.naver.com/friendsofhippocrates/17642,3,256,고신뢰,7,0,3,3.0
blog+cafe,2023. 9. 4.,삼중음성 유방암(TNBC) 치료에 관한 정보 모음,,,유방암,https://blog.naver.com/grsanga/223202156928,102,10.0,2,https://cafe.naver.com/friendsofhippocrates/17620,8,158,고신뢰,10,0,4,2.0
blog,2023. 8. 31.,mTOR는 무엇이며 암에서는 어떤 역할? mTOR 억제제는?,라파마이신,,,https://blog.naver.com/grsanga/223198835054,120,12.0,0,,0,0,,0,0,2,2.0
blog,2023. 8. 30.,"코로나 감염시 이버멕틴 투여는 후유증을 최소화 시킬 수 있다? 호흡곤란, ""뇌 안개"", 염증, 응고병증, 지속적인 피로, 후각 및 미각 상실, 이명, 관절, 근육통 등",이버멕틴,,,https://blog.naver.com/grsanga/223197792445,60,6.0,0,,0,0,,0,0,2,1.0
blog,2023. 8. 29.,닭 붉은 진드기 박멸을 위한 이버멕틴과 알리신 병용 처리의 효과,이버멕틴,,,https://blog.naver.com/grsanga/223196840476,80,8.0,0,,0,0,,0,0,2,1.0
blog+cafe,2023. 8. 26.,유방암 치료를 위한 테스토스테론 : 사례 보고,,,유방암,https://blog.naver.com/grsanga/223193865300,90,9.0,0,https://cafe.naver.com/friendsofhippocrates/17576,2,119,저신뢰,2,0,2,1.0
blog,2023. 8. 24.,텔로미어 : TTT 복합체의 TELO2는 이버멕틴의 표적,이버멕틴,노화항노화,,https://blog.naver.com/grsanga/223192390085,83,8.0,3,,0,0,,3,0,2,1.0
blog,2023. 8. 8.,새로운 암 치료 :  영구 휴면을 유도하고 전이를 예방하는 길,,,,https://blog.naver.com/grsanga/223178299130,71,7.0,1,,0,0,,1,0,2,1.0
blog,2023. 8. 7.,[제프리 닥] 공격적인 치료법 페롭토시스(아르테미시닌),아르테미시닌,,,https://blog.naver.com/grsanga/223177002914,80,8.0,0,,0,0,,0,0,2,1.0
blog,2023. 8. 5.,"고지혈증 진단 기준과 처방약, 새로운 콜레스테롤 목표와 사망률",,,,https://blog.naver.com/grsanga/223175466202,142,14.0,2,,0,0,,2,0,2,2.0
blog,2023. 7. 31.,인간과 다른 동물 종 간의 용량 변환을 위한 가상 계산기,,,,https://blog.naver.com/grsanga/223170855367,50,5.0,0,,0,0,,0,0,2,1.0
blog,2023. 7. 26.,철회된 논문 : 이버멕틴은 비피도박테리아를 공급하여 면역력을 강화합니다.,이버멕틴,논문요약|장내미생물|면역,,https://blog.naver.com/grsanga/223166840808,93,9.0,3,,0,0,,3,-2,2,6.0
blog,2023. 7. 22.,"이버멕틴과 알벤다졸, 아지스로마이신의 병용 투여에 관한 이야기",이버멕틴|알벤다졸,,,https://blog.naver.com/grsanga/223163075814,106,10.0,6,,0,0,,6,0,3,2.0
blog,2023. 7. 18.,T cell 과 Cancer,,,,https://blog.naver.com/grsanga/223159668399,60,6.0,0,,0,0,,0,0,2,1.0
blog+cafe,2023. 7. 7.,이버멕틴 중독의 성공적인 관리 : 고용량에도 안정성과 내약성이 있다,이버멕틴,,,https://blog.naver.com/grsanga/223149784621,131,13.0,1,https://cafe.naver.com/friendsofhippocrates/17351,10,461,고신뢰,11,0,4,2.0
blog,2023. 7. 6.,류마티스 관절염에 이버멕틴과 덱사메타손의 비교,이버멕틴,,,https://blog.naver.com/grsanga/223148777869,90,9.0,0,,0,0,,0,0,2,1.0
blog+cafe,2023. 7. 3.,비타민 E와 A는 P-gp 기질인 이버멕틴이 생쥐의 뇌로 전달되는 것을 증가시킵니다.,이버멕틴,,,https://blog.naver.com/grsanga/223145730870,60,6.0,0,https://cafe.naver.com/friendsofhippocrates/17327,7,198,고신뢰,7,0,3,1.0
blog,2023. 6. 30.,이버멕틴을 복용할 때 가장 좋은 제형은 무엇일까?,이버멕틴,,,https://blog.naver.com/grsanga/223143282624,67,6.0,7,,0,0,,7,0,3,1.0
blog+cafe,2023. 6. 29.,돼지촌충 감염으로 생기는 신경낭미충증(Neurocysticercosis) 치료에 이버멕틴의 가치,이버멕틴,,,https://blog.naver.com/grsanga/223142309006,149,14.0,9,https://cafe.naver.com/friendsofhippocrates/17313,11,276,고신뢰,20,0,5,2.0
blog,2023. 6. 28.,이버멕틴에 의해 유도된 장내세균 불균형은 Pseudomonas aeruginosa 폐 감염에 대한 감수성을 증가시키지 않지만 간 손상을 악화시킵니다.,이버멕틴,장내미생물,,https://blog.naver.com/grsanga/223141340377,2,,2,,0,0,,2,-1,2,1.0
blog,2023. 6. 26.,대장암이 유발된 마우스에서 이버멕틴의 효능,이버멕틴,,대장암,https://blog.naver.com/grsanga/223139133695,84,8.0,4,,0,0,,4,0,2,1.0
blog+cafe,2023. 6. 23.,국내 의대와 병원 : 췌장암에 이버멕틴과 젬시타빈 병용 치료 연구,이버멕틴,,췌장암,https://blog.naver.com/grsanga/223136776119,1212,12.0,12,https://cafe.naver.com/friendsofhippocrates/17287,12,296,중신뢰,24,2,8,2.0
blog,2023. 6. 21.,대장암에서 항암 약물 내성을 역전시키는 용도변경 약물과 천연물,,,대장암,https://blog.naver.com/grsanga/223134978507,85,8.0,5,,0,0,,5,0,3,1.0
blog,2023. 6. 20.,다발성 골수종에 이버멕틴과 프로테아좀 억제제 보르테조밉 조합의 효과,이버멕틴,,혈액암,https://blog.naver.com/grsanga/223133827146,60,6.0,0,,0,0,,0,0,2,1.0
blog,2023. 6. 19.,최신 조 티펜스 프로토콜. 새 제품과 라이브 영상(2023년 6월 13일),,프로토콜,,https://blog.naver.com/grsanga/223133064017,72,7.0,2,,0,0,,2,2,4,1.0
blog+cafe,2023. 6. 19.,피부암 치료를 위한 용도변경 약물,,,,https://blog.naver.com/grsanga/223132628621,60,6.0,0,https://cafe.naver.com/friendsofhippocrates/17277,5,157,고신뢰,5,0,3,1.0
blog,2023. 6. 13.,[국내 사례] 신장암 완치. 70대 여성. 50킬로. 구충 항암 후기,펜벤다졸,국내호전사례,,https://blog.naver.com/grsanga/223127795384,251,25.0,1,,0,0,,1,3,4,2.0
blog,2023. 6. 7.,대장암 환자의 혈청 및 암 조직 내 지질 수치,,,대장암,https://blog.naver.com/grsanga/223122525181,52,5.0,2,,0,0,,2,0,2,1.0
blog,2023. 6. 5.,콜레스테롤은 암에서 무엇인가? 역할은? 암 진행 및 치료에 대한 콜레스테롤의 영향은?,,,,https://blog.naver.com/grsanga/223120756929,72,7.0,2,,0,0,,2,0,2,1.0
blog+cafe,2023. 5. 25.,"암 환자의 콜레스테롤 관리와 면역의 중요성, 콜레스테롤 비율",,면역,,https://blog.naver.com/grsanga/223111567984,100,10.0,0,https://cafe.naver.com/friendsofhippocrates/17187,10,186,고신뢰,10,0,4,3.0
blog+cafe,2023. 5. 17.,"[제프리 닥] 각종 암 치료를 위한 용도 변경 약물 프로토콜 요약. ""Cracking cancer tool kit""",,프로토콜,,https://blog.naver.com/grsanga/223104648931,1914,19.0,14,https://cafe.naver.com/friendsofhippocrates/17147,12,462,고신뢰,26,5,10,3.0
blog+cafe,2023. 5. 15.,간 전이성 유방암에 식이 요법이 치료에 미치는 영향,,식이요법,유방암,https://blog.naver.com/grsanga/223102533867,91,9.0,1,https://cafe.naver.com/friendsofhippocrates/17138,9,126,고신뢰,10,0,4,1.0
blog+cafe,2023. 5. 10.,유방암 간전이의 병인과 항암 대체요법,,,유방암|간암,https://blog.naver.com/grsanga/223098272619,100,10.0,0,https://cafe.naver.com/friendsofhippocrates/17110,7,203,중신뢰,7,0,3,2.0
blog+cafe,2023. 5. 4.,이트라코나졸의 각종 암에 대한 효과와 실전 사용 용량,이트라코나졸,,,https://blog.naver.com/grsanga/223093504143,3822,38.0,22,https://cafe.naver.com/friendsofhippocrates/17079,28,561,고신뢰,50,3,8,3.0
blog+cafe,2023. 4. 27.,"유방암 치료를 위한 약물 용도 변경 : 플루나리진, 메트포르민,헤민, 메벤다졸, 시메티딘, 니트로글리세린, 이트라코나졸, 디클레페낙 등등",메트포르민|이트라코나졸|메벤다졸|시메티딘,,유방암,https://blog.naver.com/grsanga/223086783573,83,8.0,3,https://cafe.naver.com/friendsofhippocrates/13042,7,224,저신뢰,10,0,4,1.0
blog,2023. 4. 18.,부작용 빈도와 관련된 단어의 의미,,,,https://blog.naver.com/grsanga/223078366917,20,2.0,0,,0,0,,0,0,2,0.0
blog,2023. 4. 11.,"비소허브 혼합물 PROS의 항암작용(비소세포 폐암) : 백화사설초, 단삼",,,폐암,https://blog.naver.com/grsanga/223071503306,65,6.0,5,,0,0,,5,0,3,1.0
blog+cafe,2023. 4. 10.,"천지산, 육산화사비소 관련 논문, 케마스의 임상1상 시험 내용",,논문요약,,https://blog.naver.com/grsanga/223070020395,72,7.0,2,https://cafe.naver.com/friendsofhippocrates/16968,6,101,고신뢰,8,-1,3,4.0
blog,2023. 4. 3.,[Substack.com 벤펜] 펜벤다졸은 암을 치료할 수 있습니다,펜벤다졸,,,https://blog.naver.com/grsanga/223063619138,80,8.0,0,,0,0,,0,0,2,1.0
blog+cafe,2023. 4. 2.,[Kurt Michael Graydon] 모든 암 환자를 위한 지원 자료,,,,https://blog.naver.com/grsanga/223062623426,251,25.0,1,https://cafe.naver.com/friendsofhippocrates/16932,15,260,저신뢰,16,0,5,3.0
blog,2023. 3. 24.,"니클로사미드, 라폭사니드, 클로산텔 : 살리실아닐리드 및 항암 특성",니클로사미드,,,https://blog.naver.com/grsanga/223054255587,80,8.0,0,,0,0,,0,0,2,1.0
blog+cafe,2023. 3. 20.,"위암(Stomach  cancer, Gastric cancer)치료 전략과 대체약물 총정리",,총정리,위암,https://blog.naver.com/grsanga/223049966975,112,11.0,2,https://cafe.naver.com/friendsofhippocrates/16883,9,185,고신뢰,11,1,5,2.0
blog+cafe,2023. 3. 15.,위암 치료를 위해 용도 변경된 약물,,,위암,https://blog.naver.com/grsanga/223045287421,112,11.0,2,https://cafe.naver.com/friendsofhippocrates/9092,7,470,저신뢰,9,0,3,2.0
blog,2023. 3. 8.,책 [암 치료의 약물 용도 변경] 6장. 유방암에서 약물 용도 변경의 성공 사례,,책요약,유방암,https://blog.naver.com/grsanga/223038369756,90,9.0,0,,0,0,,0,-1,2,3.0
blog,2023. 3. 3.,"책 [암 치료의 약물 용도 변경] 15장 : 심혈관 약물과 기타 약물(디설피람, 프로포폴, 피르페니돈, 엔도칸나비노이드)",디설피람,,,https://blog.naver.com/grsanga/223033448265,70,7.0,0,,0,0,,0,0,2,1.0
blog,2023. 3. 2.,"책 [암 치료의 약물 용도 변경] 15장 : 항균제, 항진균제, 구충제",,,,https://blog.naver.com/grsanga/223032694537,113,11.0,3,,0,0,,3,0,2,2.0
blog+cafe,2023. 2. 28.,"책 [암 치료의 약물 용도 변경] 15장 : 당뇨병 치료제, 항말라리아제, 항바이러스제",,,,https://blog.naver.com/grsanga/223030390864,120,12.0,0,https://cafe.naver.com/friendsofhippocrates/16800,15,214,고신뢰,15,0,5,2.0
blog+cafe,2023. 2. 24.,"책 [암 치료의 약물 용도 변경] 15장 : NSAID, 항경련제, 스타틴",스타틴,,,https://blog.naver.com/grsanga/223026547253,2,,2,https://cafe.naver.com/friendsofhippocrates/16786,8,102,고신뢰,10,0,4,0.0
blog+cafe,2023. 2. 24.,책 [암 치료의 약물 용도 변경] 15장 : 중추신경계 약물,,,,https://blog.naver.com/grsanga/223026195146,102,10.0,2,https://cafe.naver.com/friendsofhippocrates/16769,7,121,고신뢰,9,0,3,2.0
blog,2023. 2. 22.,책 [암 치료의 약물 용도 변경] 15장. 암에서 새로운 치료 적응증을 위해 용도 변경된 약물,,책요약,,https://blog.naver.com/grsanga/223024387143,90,9.0,0,,0,0,,0,-1,2,3.0
blog,2023. 2. 22.,책 [암 치료의 약물 용도 변경] 14장. 암에서의 나노기술적 접근 : 쎄레콕시브와 디설피람의 역할 2,디설피람,책요약,,https://blog.naver.com/grsanga/223024195146,60,6.0,0,,0,0,,0,-1,2,3.0
blog,2023. 2. 17.,이버멕틴은 Wnt/β-catenin/integrin β1/FAK 신호 경로를 조절하여 종양 전이를 억제합니다.,이버멕틴,,,https://blog.naver.com/grsanga/223019070274,100,10.0,0,,0,0,,0,0,2,2.0
blog+cafe,2023. 2. 16.,책 [암 치료의 약물 용도 변경] 14장. 암에서의 나노기술적 접근 : 쎄레콕시브와 디설피람의 역할 1,디설피람,책요약,,https://blog.naver.com/grsanga/223017986421,91,9.0,1,https://cafe.naver.com/friendsofhippocrates/16738,17,150,고신뢰,18,-1,5,3.0
blog+cafe,2023. 2. 13.,피타바스타틴과 이버멕틴 : 고급 장액성 암종(HSGC)=난소암에서 파클리탁셀의 효능을 향상시킨다,이버멕틴|스타틴,,난소암,https://blog.naver.com/grsanga/223014173869,133,13.0,3,https://cafe.naver.com/friendsofhippocrates/16724,15,189,고신뢰,18,0,5,2.0
blog,2023. 2. 10.,심장과 암 사이의 혼선의 기본 메커니즘,,,,https://blog.naver.com/grsanga/223011371642,70,7.0,0,,0,0,,0,0,2,1.0
blog,2023. 2. 2.,이버멕틴과 비피도박테리움과의 관계 : 항암에 있어서 긍정적인 면역력,이버멕틴,면역,,https://blog.naver.com/grsanga/223003238674,110,11.0,0,,0,0,,0,0,2,3.0
blog,2023. 1. 28.,"췌장암, 전립선암과 같이 SGLT2를 발현하는 종양 치료에 SGLT2 억제제",,,췌장암|전립선암,https://blog.naver.com/grsanga/222997053218,50,5.0,0,,0,0,,0,0,2,1.0
blog+cafe,2023. 1. 27.,[하다 마사토] 2004년 5월 이후 각종 암에 관한 임상 사례 요약,,,,https://blog.naver.com/grsanga/222996206102,50,5.0,0,https://cafe.naver.com/friendsofhippocrates/16637,20,257,중신뢰,20,0,5,1.0
blog,2023. 1. 27.,"[하다 마사토] 절제 불가능한 담낭암 사례에서 탈리도마이드, 셀레콕시브, 젬시타빈 병용요법",탈리도마이드|셀레콕시브,,담도암,https://blog.naver.com/grsanga/222996154478,30,3.0,0,,0,0,,0,0,2,0.0
blog,2023. 1. 27.,"[하다 마사토] 탈리도마이드, 셀레콕시브, 젬시타빈 병합요법으로 9년간 완전 관해를 보인 전이성 방광암 : 증례 보고",탈리도마이드|셀레콕시브,,,https://blog.naver.com/grsanga/222996035695,50,5.0,0,,0,0,,0,0,2,1.0
blog,2023. 1. 27.,[하다 마사토] 진행성 자궁 내막암에 대한 장-기관축과 종양 미세 환경의 상호 작용에 따른 화학 요법 전략,,,,https://blog.naver.com/grsanga/222995935773,90,9.0,0,,0,0,,0,0,2,1.0
blog,2023. 1. 26.,"[하다 마사토] 삼중 음성 유방암 치료에 프로바이오틱스, 프리바이오틱스 및 항혈관형성제 탈리도마이드를 사용",탈리도마이드,,유방암,https://blog.naver.com/grsanga/222995265201,80,8.0,0,,0,0,,0,0,2,1.0
blog,2023. 1. 25.,"[하다 마사토] 만성 육아종증 치료에 탈리도마이드, 셀레콕시브 및 발프로산을 사용",탈리도마이드|셀레콕시브,,,https://blog.naver.com/grsanga/222993355295,50,5.0,0,,0,0,,0,0,2,1.0
blog+cafe,2023. 1. 24.,"[하다 마사토] [증례보고] 폐암 뇌전이 환자 치료에 탈리도마이드, 셀레콕시브 및 젬시타빈 사용",탈리도마이드|셀레콕시브,논문요약,폐암,https://blog.naver.com/grsanga/222992427154,81,8.0,1,https://cafe.naver.com/friendsofhippocrates/16611,5,203,중신뢰,6,-1,3,4.0
blog+cafe,2023. 1. 20.,"[하다 마사토] 흉수및 복수 사례에 탈리도마이드, 셀레콕시브,이리노테칸 및 시스플라틴(CDDP)의 조합",탈리도마이드|셀레콕시브,,,https://blog.naver.com/grsanga/222989920518,90,9.0,0,https://cafe.naver.com/friendsofhippocrates/16626,8,161,고신뢰,8,0,3,1.0
blog+cafe,2023. 1. 17.,췌장암 치료에 쓰이는 스타틴 중에서 최고는?,스타틴,,췌장암,https://blog.naver.com/grsanga/222986948116,80,8.0,0,https://cafe.naver.com/friendsofhippocrates/16604,7,224,고신뢰,7,0,3,1.0
blog,2023. 1. 16.,전립선암 치료에 효과 있는 항암 대체 약물 목록과 각종 프로토콜,,프로토콜,전립선암,https://blog.naver.com/grsanga/222985741092,322,32.0,2,,0,0,,2,2,5,3.0
blog+cafe,2023. 1. 12.,[해외호전사례]  전립선암 여러 CASE 모음집,,해외호전사례,전립선암,https://blog.naver.com/grsanga/222982284068,45,4.0,5,https://cafe.naver.com/friendsofhippocrates/16585,6,160,중신뢰,11,3,6,-1.0
blog,2023. 1. 10.,[특허] 플로리진 및 그 유도체를 이용한 각종 암 치료. 임상 사례,,특허,,https://blog.naver.com/grsanga/222980502556,1413,14.0,13,,0,0,,13,2,7,4.0
blog,2023. 1. 9.,"암 치료에서의 SGLT-2 억제제(플로리진 및 플로레틴), 직듀오서방정, 포시가정",,,,https://blog.naver.com/grsanga/222979155779,72,7.0,2,,0,0,,2,0,2,1.0
blog,2023. 1. 6.,"젖산을 통한 항암치료, MCT 억제제, 젖산과 암 이야기 2. 케르세틴",케르세틴,,,https://blog.naver.com/grsanga/222976810631,80,8.0,0,,0,0,,0,0,2,1.0
blog+cafe,2023. 1. 3.,"담도암, 담관암 치료에 효과 있는 항암 대체 약물",,,담도암,https://blog.naver.com/grsanga/222973874495,140,14.0,0,https://cafe.naver.com/friendsofhippocrates/16600,9,196,중신뢰,9,0,3,2.0
blog,2022. 12. 29.,[마크 로젠버그] PH 조작요법 외 통합 암 치료요법,,,,https://blog.naver.com/grsanga/222969508300,70,7.0,0,,0,0,,0,0,2,1.0
blog+cafe,2022. 12. 27.,암 치료의 핵심 전략 : 종양의 산 알카리를 이용한 pH 표적 치료법,,,,https://blog.naver.com/grsanga/222967380523,111,11.0,1,https://cafe.naver.com/friendsofhippocrates/16526,12,286,고신뢰,13,0,4,2.0
blog,2022. 12. 23.,암을 함정(와버그 트랩)에 빠뜨릴 수 있는 미토콘드리아 억제제 목록,,,,https://blog.naver.com/grsanga/222963691684,130,13.0,0,,0,0,,0,0,2,2.0
blog+cafe,2022. 12. 21.,[다니엘 토마스] 초기 암 치료에 대한 제언,,,,https://blog.naver.com/grsanga/222961605826,84,8.0,4,https://cafe.naver.com/friendsofhippocrates/16496,5,147,고신뢰,9,0,3,1.0
blog+cafe,2022. 12. 19.,[다니엘 토마스] 강력한 재택 암 치료,,,,https://blog.naver.com/grsanga/222959889781,100,10.0,0,https://cafe.naver.com/friendsofhippocrates/16489,11,352,고신뢰,11,0,4,2.0
blog,2022. 12. 16.,유방암 치료를 위한 항산화제 : 아직 존재합니까?,,,유방암,https://blog.naver.com/grsanga/222957613004,80,8.0,0,,0,0,,0,0,2,1.0
blog+cafe,2022. 12. 12.,암 치료를 위한 Nrf2 활성화제와 억제제,,,,https://blog.naver.com/grsanga/222953182518,73,7.0,3,https://cafe.naver.com/friendsofhippocrates/16459,5,245,고신뢰,8,0,3,1.0
blog,2022. 12. 6.,"암 치료에 대한 항산화 보조제(멜라토닌, 설포라판, 비타민 C, EGCG, 커큐민)의 사용 :  Nrf-2의 중요한 역할",멜라토닌|커큐민|EGCG,,,https://blog.naver.com/grsanga/222947720250,72,7.0,2,,0,0,,2,0,2,1.0
blog,2022. 12. 1.,장내 미생물의 손상을 줄이기 위해 처방된 항생제와 함께 프로바이오틱스를 섭취해도 될까?,,장내미생물,,https://blog.naver.com/grsanga/222943409483,50,5.0,0,,0,0,,0,-1,2,2.0
blog,2022. 12. 1.,"암에 대한 Nrf-2와 NF-kB : 산화 스트레스(ROS)와 염증, 파이토케미컬의 조합",,,,https://blog.naver.com/grsanga/222943349976,50,5.0,0,,0,0,,0,0,2,1.0
blog+cafe,2022. 11. 26.,[다니엘 토마스] 적은 약으로 암 불구 만들기,,,,https://blog.naver.com/grsanga/222938559940,71,7.0,1,https://cafe.naver.com/friendsofhippocrates/16374,22,347,고신뢰,23,0,5,1.0
blog+cafe,2022. 11. 22.,[다니엘 토마스] 포괄적이고 강력한 암 치료 프로토콜,,프로토콜,,https://blog.naver.com/grsanga/222935515136,130,13.0,0,https://cafe.naver.com/friendsofhippocrates/16362,27,287,고신뢰,27,2,7,2.0
blog+cafe,2022. 11. 21.,"암 치료를 위한 구충제의 다양한 기전 2부 : 아르테미시닌, 벤즈이미다졸, 이버멕틴, 클로로퀸, 니클로사미드,피리메타민, 니타조사나이드 임상시험들",이버멕틴|아르테미시닌|니클로사미드,논문요약,,https://blog.naver.com/grsanga/222934398866,6,,6,https://cafe.naver.com/friendsofhippocrates/13531,20,507,중신뢰,26,-1,5,3.0
blog,2022. 11. 21.,"암 치료를 위한 구충제의 다양한 기전 1부 : 페롭토시스, 자가포식, 미토교란, 면역조절, 대사교란효과",,면역,,https://blog.naver.com/grsanga/222934295906,101,10.0,1,,0,0,,1,0,2,3.0
blog,2022. 11. 18.,"[해외호전사례] Mau** 님, 재발한 자궁내막암, Gis** 벨기에, 난소암 4기",,해외호전사례,난소암|자궁암,https://blog.naver.com/grsanga/222932239276,91,9.0,1,,0,0,,1,3,4,0.0
blog,2022. 11. 17.,"[3편] MICROBIOME =>장외암(간암, 췌장암, 유방암, 흑색종 등)진행에 미치는 영향. 치료제 부분.",,장내미생물,유방암|췌장암|간암|흑색종,https://blog.naver.com/grsanga/222931190760,30,3.0,0,,0,0,,0,-1,2,1.0
blog,2022. 11. 11.,"[2편] MICROBIOME =>장외암(간암, 췌장암, 유방암, 흑색종 등)진행에 미치는 영향. 종양 형성 부분.",,장내미생물,유방암|췌장암|간암|흑색종,https://blog.naver.com/grsanga/222926230743,50,5.0,0,,0,0,,0,-1,2,2.0
blog,2022. 11. 11.,"유방암, 장내 미생물 불균형, 카다베린, 부티레이트, 리토콜산의 효과",,장내미생물,유방암,https://blog.naver.com/grsanga/222926074828,30,3.0,0,,0,0,,0,-1,2,1.0
blog+cafe,2022. 11. 7.,"암환자는 우루사를 먹어야 할까? : 담즙산과 UDCA, TUDCA와 암과의 관계",DCA|TUDCA,,,https://blog.naver.com/grsanga/222922407190,199,19.0,9,https://cafe.naver.com/friendsofhippocrates/16314,21,412,고신뢰,30,0,5,3.0
blog,2022. 11. 2.,"[1편] MICROBIOME =>장외암(간암, 췌장암, 유방암, 흑색종 등)진행에 미치는 영향. 면역 관련 부분.",,장내미생물|면역,유방암|췌장암|간암|흑색종,https://blog.naver.com/grsanga/222917402536,50,5.0,0,,0,0,,0,-1,2,3.0
blog,2022. 10. 25.,내화학성 난소암 치료를 위한  미토콘드리아 표적화,,,난소암,https://blog.naver.com/grsanga/222910266183,30,3.0,0,,0,0,,0,0,2,0.0
blog,2022. 10. 24.,경구 이버멕틴의 약동학에 대한 음식의 영향,이버멕틴,식이요법,,https://blog.naver.com/grsanga/222909233176,56,5.0,6,,0,0,,6,0,3,1.0
blog,2022. 10. 22.,"이버멕틴 약동학 ; 흡수, 분포, 대사, 제거. 안전성",이버멕틴,,,https://blog.naver.com/grsanga/222907120631,126,12.0,6,,0,0,,6,0,3,2.0
blog,2022. 10. 18.,전임상 연구에서 메트포르민과 암. 2022년 5월.,메트포르민,논문요약,,https://blog.naver.com/grsanga/222903809830,80,8.0,0,,0,0,,0,-1,2,4.0
blog+cafe,2022. 10. 14.,난소암과 메트포르민,메트포르민,,난소암,https://blog.naver.com/grsanga/222900235643,70,7.0,0,https://cafe.naver.com/friendsofhippocrates/19577,6,201,저신뢰,6,0,3,1.0
blog,2022. 10. 14.,메트포르민과 암 : 다양한 정보,메트포르민,,,https://blog.naver.com/grsanga/222900107208,62,6.0,2,,0,0,,2,0,2,1.0
blog,2022. 10. 12.,난소 암의 STAT3 신호 : 잠재적인 치료 표적,,,,https://blog.naver.com/grsanga/222898252933,40,4.0,0,,0,0,,0,0,2,0.0
blog+cafe,2022. 10. 12.,(종합) 난소암 치료를 위한 대체약물,,총정리,난소암,https://blog.naver.com/grsanga/222898088462,1614,16.0,14,https://cafe.naver.com/friendsofhippocrates/16202,5,256,고신뢰,19,4,9,3.0
blog,2022. 10. 6.,"난소암(ovarian cancer) 치료를 위한 Off the drugs, 하다마사토 난소암 치료법",,,난소암,https://blog.naver.com/grsanga/222893547970,64,6.0,4,,0,0,,4,0,2,1.0
blog,2022. 10. 6.,피타바스타틴 및 이버멕틴은 화학 내성 고급 장액 암종(난소암)에서 파클리탁셀의 효능을 향상시킵니다,이버멕틴|스타틴,,난소암,https://blog.naver.com/grsanga/222893540226,30,3.0,0,,0,0,,0,0,2,0.0
blog,2022. 10. 4.,"알벤, 메벤, 펜벤다졸 등의 항암 세포실험, 동물실험 및 임상시험에 대한 총괄 리뷰",펜벤다졸,논문요약,,https://blog.naver.com/grsanga/222891587956,130,13.0,0,,0,0,,0,-1,2,5.0
blog,2022. 10. 3.,"암속에 곰팡이가 가득! 암과 세균, 곰팡이의 관계",,장내미생물,,https://blog.naver.com/grsanga/222890465308,61,6.0,1,,0,0,,1,-1,2,2.0
blog+cafe,2022. 9. 30.,다니엘이 말하는 종양학에서 이버멕틴의 마법,이버멕틴,,,https://blog.naver.com/grsanga/222888454365,140,14.0,0,https://cafe.naver.com/friendsofhippocrates/16148,11,409,고신뢰,11,0,4,2.0
blog,2022. 9. 28.,뼈전이 bone metastases,,,,https://blog.naver.com/grsanga/222886330734,94,9.0,4,,0,0,,4,0,2,1.0
blog,2022. 9. 26.,니클로사미드 구충제를 넘어서 : 암 이외의 각종 질환에 대한 효과,니클로사미드,,,https://blog.naver.com/grsanga/222884522887,60,6.0,0,,0,0,,0,0,2,1.0
blog+cafe,2022. 9. 23.,"방광암에 유망한 대체약물, 보조제, 피토케미컬",,,,https://blog.naver.com/grsanga/222882070364,80,8.0,0,https://cafe.naver.com/friendsofhippocrates/16115,21,363,고신뢰,21,0,5,1.0
blog,2022. 9. 20.,"유방암 치료 전략 : 약물 용도 변경을 위주로, 고전 약물에서 수학적 모델까지",,,유방암,https://blog.naver.com/grsanga/222879661806,71,7.0,1,,0,0,,1,0,2,1.0
blog,2022. 9. 16.,자궁내막암에서 Wnt 신호 전달 표적화,,,자궁암,https://blog.naver.com/grsanga/222876475839,30,3.0,0,,0,0,,0,0,2,0.0
blog+cafe,2022. 9. 16.,니클로사미드 항암 자료 총정리,니클로사미드,총정리,,https://blog.naver.com/grsanga/222876140998,101,10.0,1,https://cafe.naver.com/friendsofhippocrates/7754,25,557,중신뢰,26,1,6,2.0
blog,2022. 9. 15.,현재 치료법을 개선하기 위해 용도 변경 약물로 암 줄기 세포 표적화,,,,https://blog.naver.com/grsanga/222875575542,30,3.0,0,,0,0,,0,0,2,0.0
blog,2022. 9. 13.,"[국내 특허] 대장암에 니클로사미드와 메트포르민, 가족성 선종성 용종증 치료약물",메트포르민|니클로사미드,특허,대장암,https://blog.naver.com/grsanga/222873527411,74,7.0,4,,0,0,,4,0,2,3.0
